localidad,YEAR,latitud,longitud,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,ONI,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TOA_SW_DWN,TS,WD10M,WD2M,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,BIMESTRE
BOSA,2021.0,4.58734,-74.21668,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.61,0.5700000000000001,0.595,-0.99,3.45,101.75999999999999,82.225,12.265,73.92,19.23,13.93,16.58,27.174999999999997,12.535,10.19,35.35,19.485,82.7,82.7,1.705,4.720000000000001,0.095,2.2,1.0550000000000002,3.46,0.060000000000000005,1.73,1.0
BOSA,2021.0,4.58734,-74.21668,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.625,0.59,0.62,-0.75,5.074999999999999,154.42000000000002,82.27000000000001,13.02,79.405,18.945,14.879999999999999,16.915,26.195,13.629999999999999,8.469999999999999,37.36,19.29,97.05000000000001,96.7,1.46,4.275,0.04,2.26,0.935,3.145,0.034999999999999996,1.7149999999999999,2.0
BOSA,2021.0,4.58734,-74.21668,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.63,0.585,0.615,-0.43,4.1499999999999995,125.36999999999999,82.4,12.76,78.81,18.759999999999998,14.59,16.674999999999997,25.675,12.045,9.094999999999999,35.51,18.97,121.30000000000001,123.1,1.77,6.055,0.075,2.305,1.1400000000000001,4.34,0.04,1.795,3.0
BOSA,2021.0,4.58734,-74.21668,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.61,0.5549999999999999,0.575,-0.445,2.075,64.36,82.415,12.010000000000002,74.17500000000001,18.905,13.68,16.29,26.075,11.86,10.54,35.88,19.259999999999998,129.15,129.75,2.225,7.3500000000000005,0.09000000000000001,2.725,1.45,5.195,0.045000000000000005,2.175,4.0
BOSA,2021.0,4.58734,-74.21668,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.565,0.53,0.555,-0.74,3.9699999999999998,120.72,82.35499999999999,12.425,74.59,19.380000000000003,14.165,16.775,27.21,12.735,10.315000000000001,36.65,19.895,111.9,113.35000000000001,1.65,5.08,0.11,2.145,1.07,3.71,0.049999999999999996,1.73,5.0
BOSA,2021.0,4.58734,-74.21668,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.55,0.515,0.54,-0.98,2.495,75.98,82.255,13.065000000000001,77.32,19.5,14.954999999999998,17.225,26.655,14.24,8.95,34.125,19.93,45.4,42.9,1.515,4.0,0.095,2.09,0.97,2.9349999999999996,0.04,1.645,6.0
CHAPINERO,2021.0,4.6704,-74.04338,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.75,0.74,0.745,-0.99,3.62,106.27,79.47999999999999,11.635,84.445,15.625,12.575,14.1,22.439999999999998,10.024999999999999,8.895,35.35,15.93,91.45,96.45,1.98,5.43,0.20500000000000002,2.9299999999999997,1.185,3.5650000000000004,0.095,2.0100000000000002,1.0
CHAPINERO,2021.0,4.6704,-74.04338,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.775,0.77,0.775,-0.75,5.085,154.67000000000002,79.505,12.23,87.33500000000001,15.775,13.355,14.565000000000001,21.585,10.56,7.395,37.36,16.22,103.9,106.4,2.0,5.36,0.14,2.895,1.21,3.505,0.06,1.96,2.0
CHAPINERO,2021.0,4.6704,-74.04338,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.745,0.74,0.74,-0.43,2.795,84.17,79.655,12.075,87.53999999999999,15.54,13.18,14.365,21.695,9.745000000000001,7.5,35.51,15.93,106.6,106.8,2.36,6.425000000000001,0.12000000000000001,3.38,1.46,4.175000000000001,0.125,2.25,3.0
CHAPINERO,2021.0,4.6704,-74.04338,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.69,0.6799999999999999,0.665,-0.445,1.47,45.584999999999994,79.7,11.485,85.12,15.3,12.434999999999999,13.870000000000001,21.549999999999997,9.495000000000001,8.325,35.88,15.785,111.8,111.65,2.66,6.885,0.09,4.135,1.715,4.5,0.1,2.74,4.0
CHAPINERO,2021.0,4.6704,-74.04338,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.655,0.645,0.645,-0.74,3.94,120.21000000000001,79.60499999999999,11.86,84.03999999999999,16.04,12.870000000000001,14.455,23.005000000000003,10.305,8.809999999999999,36.65,16.55,112.55,112.6,2.1550000000000002,5.88,0.030000000000000002,3.705,1.37,3.915,0.055,2.4450000000000003,5.0
CHAPINERO,2021.0,4.6704,-74.04338,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.655,0.645,0.64,-0.98,1.9300000000000002,58.584999999999994,79.47999999999999,12.28,84.435,16.46,13.445,14.954999999999998,22.545,11.55,7.99,34.125,16.955,93.85,97.3,1.97,4.83,0.08499999999999999,2.88,1.165,3.125,0.04,1.9499999999999997,6.0
CIUDAD BOLIVAR,2021.0,4.53904,-74.14732,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.61,0.5700000000000001,0.595,-0.99,3.45,101.75999999999999,82.225,12.265,73.92,19.23,13.93,16.58,27.174999999999997,12.535,10.19,35.35,19.485,82.7,82.7,1.705,4.720000000000001,0.095,2.2,1.0550000000000002,3.46,0.060000000000000005,1.73,1.0
CIUDAD BOLIVAR,2021.0,4.53904,-74.14732,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.625,0.59,0.62,-0.75,5.074999999999999,154.42000000000002,82.27000000000001,13.02,79.405,18.945,14.879999999999999,16.915,26.195,13.629999999999999,8.469999999999999,37.36,19.29,97.05000000000001,96.7,1.46,4.275,0.04,2.26,0.935,3.145,0.034999999999999996,1.7149999999999999,2.0
CIUDAD BOLIVAR,2021.0,4.53904,-74.14732,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.63,0.585,0.615,-0.43,4.1499999999999995,125.36999999999999,82.4,12.76,78.81,18.759999999999998,14.59,16.674999999999997,25.675,12.045,9.094999999999999,35.51,18.97,121.30000000000001,123.1,1.77,6.055,0.075,2.305,1.1400000000000001,4.34,0.04,1.795,3.0
CIUDAD BOLIVAR,2021.0,4.53904,-74.14732,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.61,0.5549999999999999,0.575,-0.445,2.075,64.36,82.415,12.010000000000002,74.17500000000001,18.905,13.68,16.29,26.075,11.86,10.54,35.88,19.259999999999998,129.15,129.75,2.225,7.3500000000000005,0.09000000000000001,2.725,1.45,5.195,0.045000000000000005,2.175,4.0
CIUDAD BOLIVAR,2021.0,4.53904,-74.14732,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.565,0.53,0.555,-0.74,3.9699999999999998,120.72,82.35499999999999,12.425,74.59,19.380000000000003,14.165,16.775,27.21,12.735,10.315000000000001,36.65,19.895,111.9,113.35000000000001,1.65,5.08,0.11,2.145,1.07,3.71,0.049999999999999996,1.73,5.0
CIUDAD BOLIVAR,2021.0,4.53904,-74.14732,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.55,0.515,0.54,-0.98,2.495,75.98,82.255,13.065000000000001,77.32,19.5,14.954999999999998,17.225,26.655,14.24,8.95,34.125,19.93,45.4,42.9,1.515,4.0,0.095,2.09,0.97,2.9349999999999996,0.04,1.645,6.0
ENGATIVA,2021.0,4.70179,-74.10088,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.61,0.5700000000000001,0.595,-0.99,3.45,101.75999999999999,82.225,12.265,73.92,19.23,13.93,16.58,27.174999999999997,12.535,10.19,35.35,19.485,82.7,82.7,1.705,4.720000000000001,0.095,2.2,1.0550000000000002,3.46,0.060000000000000005,1.73,1.0
ENGATIVA,2021.0,4.70179,-74.10088,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.625,0.59,0.62,-0.75,5.074999999999999,154.42000000000002,82.27000000000001,13.02,79.405,18.945,14.879999999999999,16.915,26.195,13.629999999999999,8.469999999999999,37.36,19.29,97.05000000000001,96.7,1.46,4.275,0.04,2.26,0.935,3.145,0.034999999999999996,1.7149999999999999,2.0
ENGATIVA,2021.0,4.70179,-74.10088,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.63,0.585,0.615,-0.43,4.1499999999999995,125.36999999999999,82.4,12.76,78.81,18.759999999999998,14.59,16.674999999999997,25.675,12.045,9.094999999999999,35.51,18.97,121.30000000000001,123.1,1.77,6.055,0.075,2.305,1.1400000000000001,4.34,0.04,1.795,3.0
ENGATIVA,2021.0,4.70179,-74.10088,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.61,0.5549999999999999,0.575,-0.445,2.075,64.36,82.415,12.010000000000002,74.17500000000001,18.905,13.68,16.29,26.075,11.86,10.54,35.88,19.259999999999998,129.15,129.75,2.225,7.3500000000000005,0.09000000000000001,2.725,1.45,5.195,0.045000000000000005,2.175,4.0
ENGATIVA,2021.0,4.70179,-74.10088,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.565,0.53,0.555,-0.74,3.9699999999999998,120.72,82.35499999999999,12.425,74.59,19.380000000000003,14.165,16.775,27.21,12.735,10.315000000000001,36.65,19.895,111.9,113.35000000000001,1.65,5.08,0.11,2.145,1.07,3.71,0.049999999999999996,1.73,5.0
ENGATIVA,2021.0,4.70179,-74.10088,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.55,0.515,0.54,-0.98,2.495,75.98,82.255,13.065000000000001,77.32,19.5,14.954999999999998,17.225,26.655,14.24,8.95,34.125,19.93,45.4,42.9,1.515,4.0,0.095,2.09,0.97,2.9349999999999996,0.04,1.645,6.0
FONTIBON,2021.0,4.71049,-74.145,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.61,0.5700000000000001,0.595,-0.99,3.45,101.75999999999999,82.225,12.265,73.92,19.23,13.93,16.58,27.174999999999997,12.535,10.19,35.35,19.485,82.7,82.7,1.705,4.720000000000001,0.095,2.2,1.0550000000000002,3.46,0.060000000000000005,1.73,1.0
FONTIBON,2021.0,4.71049,-74.145,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.625,0.59,0.62,-0.75,5.074999999999999,154.42000000000002,82.27000000000001,13.02,79.405,18.945,14.879999999999999,16.915,26.195,13.629999999999999,8.469999999999999,37.36,19.29,97.05000000000001,96.7,1.46,4.275,0.04,2.26,0.935,3.145,0.034999999999999996,1.7149999999999999,2.0
FONTIBON,2021.0,4.71049,-74.145,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.63,0.585,0.615,-0.43,4.1499999999999995,125.36999999999999,82.4,12.76,78.81,18.759999999999998,14.59,16.674999999999997,25.675,12.045,9.094999999999999,35.51,18.97,121.30000000000001,123.1,1.77,6.055,0.075,2.305,1.1400000000000001,4.34,0.04,1.795,3.0
FONTIBON,2021.0,4.71049,-74.145,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.61,0.5549999999999999,0.575,-0.445,2.075,64.36,82.415,12.010000000000002,74.17500000000001,18.905,13.68,16.29,26.075,11.86,10.54,35.88,19.259999999999998,129.15,129.75,2.225,7.3500000000000005,0.09000000000000001,2.725,1.45,5.195,0.045000000000000005,2.175,4.0
FONTIBON,2021.0,4.71049,-74.145,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.565,0.53,0.555,-0.74,3.9699999999999998,120.72,82.35499999999999,12.425,74.59,19.380000000000003,14.165,16.775,27.21,12.735,10.315000000000001,36.65,19.895,111.9,113.35000000000001,1.65,5.08,0.11,2.145,1.07,3.71,0.049999999999999996,1.73,5.0
FONTIBON,2021.0,4.71049,-74.145,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.55,0.515,0.54,-0.98,2.495,75.98,82.255,13.065000000000001,77.32,19.5,14.954999999999998,17.225,26.655,14.24,8.95,34.125,19.93,45.4,42.9,1.515,4.0,0.095,2.09,0.97,2.9349999999999996,0.04,1.645,6.0
KENNEDY,2021.0,4.62598,-74.1004,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.61,0.5700000000000001,0.595,-0.99,3.45,101.75999999999999,82.225,12.265,73.92,19.23,13.93,16.58,27.174999999999997,12.535,10.19,35.35,19.485,82.7,82.7,1.705,4.720000000000001,0.095,2.2,1.0550000000000002,3.46,0.060000000000000005,1.73,1.0
KENNEDY,2021.0,4.62598,-74.1004,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.625,0.59,0.62,-0.75,5.074999999999999,154.42000000000002,82.27000000000001,13.02,79.405,18.945,14.879999999999999,16.915,26.195,13.629999999999999,8.469999999999999,37.36,19.29,97.05000000000001,96.7,1.46,4.275,0.04,2.26,0.935,3.145,0.034999999999999996,1.7149999999999999,2.0
KENNEDY,2021.0,4.62598,-74.1004,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.63,0.585,0.615,-0.43,4.1499999999999995,125.36999999999999,82.4,12.76,78.81,18.759999999999998,14.59,16.674999999999997,25.675,12.045,9.094999999999999,35.51,18.97,121.30000000000001,123.1,1.77,6.055,0.075,2.305,1.1400000000000001,4.34,0.04,1.795,3.0
KENNEDY,2021.0,4.62598,-74.1004,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.61,0.5549999999999999,0.575,-0.445,2.075,64.36,82.415,12.010000000000002,74.17500000000001,18.905,13.68,16.29,26.075,11.86,10.54,35.88,19.259999999999998,129.15,129.75,2.225,7.3500000000000005,0.09000000000000001,2.725,1.45,5.195,0.045000000000000005,2.175,4.0
KENNEDY,2021.0,4.62598,-74.1004,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.565,0.53,0.555,-0.74,3.9699999999999998,120.72,82.35499999999999,12.425,74.59,19.380000000000003,14.165,16.775,27.21,12.735,10.315000000000001,36.65,19.895,111.9,113.35000000000001,1.65,5.08,0.11,2.145,1.07,3.71,0.049999999999999996,1.73,5.0
KENNEDY,2021.0,4.62598,-74.1004,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.55,0.515,0.54,-0.98,2.495,75.98,82.255,13.065000000000001,77.32,19.5,14.954999999999998,17.225,26.655,14.24,8.95,34.125,19.93,45.4,42.9,1.515,4.0,0.095,2.09,0.97,2.9349999999999996,0.04,1.645,6.0
LA CANDELARIA,2021.0,4.59806,-74.07606,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.61,0.5700000000000001,0.595,-0.99,3.45,101.75999999999999,82.225,12.265,73.92,19.23,13.93,16.58,27.174999999999997,12.535,10.19,35.35,19.485,82.7,82.7,1.705,4.720000000000001,0.095,2.2,1.0550000000000002,3.46,0.060000000000000005,1.73,1.0
LA CANDELARIA,2021.0,4.59806,-74.07606,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.625,0.59,0.62,-0.75,5.074999999999999,154.42000000000002,82.27000000000001,13.02,79.405,18.945,14.879999999999999,16.915,26.195,13.629999999999999,8.469999999999999,37.36,19.29,97.05000000000001,96.7,1.46,4.275,0.04,2.26,0.935,3.145,0.034999999999999996,1.7149999999999999,2.0
LA CANDELARIA,2021.0,4.59806,-74.07606,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.63,0.585,0.615,-0.43,4.1499999999999995,125.36999999999999,82.4,12.76,78.81,18.759999999999998,14.59,16.674999999999997,25.675,12.045,9.094999999999999,35.51,18.97,121.30000000000001,123.1,1.77,6.055,0.075,2.305,1.1400000000000001,4.34,0.04,1.795,3.0
LA CANDELARIA,2021.0,4.59806,-74.07606,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.61,0.5549999999999999,0.575,-0.445,2.075,64.36,82.415,12.010000000000002,74.17500000000001,18.905,13.68,16.29,26.075,11.86,10.54,35.88,19.259999999999998,129.15,129.75,2.225,7.3500000000000005,0.09000000000000001,2.725,1.45,5.195,0.045000000000000005,2.175,4.0
LA CANDELARIA,2021.0,4.59806,-74.07606,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.565,0.53,0.555,-0.74,3.9699999999999998,120.72,82.35499999999999,12.425,74.59,19.380000000000003,14.165,16.775,27.21,12.735,10.315000000000001,36.65,19.895,111.9,113.35000000000001,1.65,5.08,0.11,2.145,1.07,3.71,0.049999999999999996,1.73,5.0
LA CANDELARIA,2021.0,4.59806,-74.07606,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.55,0.515,0.54,-0.98,2.495,75.98,82.255,13.065000000000001,77.32,19.5,14.954999999999998,17.225,26.655,14.24,8.95,34.125,19.93,45.4,42.9,1.515,4.0,0.095,2.09,0.97,2.9349999999999996,0.04,1.645,6.0
LOS MARTIRES,2021.0,4.60055,-74.07481,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.61,0.5700000000000001,0.595,-0.99,3.45,101.75999999999999,82.225,12.265,73.92,19.23,13.93,16.58,27.174999999999997,12.535,10.19,35.35,19.485,82.7,82.7,1.705,4.720000000000001,0.095,2.2,1.0550000000000002,3.46,0.060000000000000005,1.73,1.0
LOS MARTIRES,2021.0,4.60055,-74.07481,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.625,0.59,0.62,-0.75,5.074999999999999,154.42000000000002,82.27000000000001,13.02,79.405,18.945,14.879999999999999,16.915,26.195,13.629999999999999,8.469999999999999,37.36,19.29,97.05000000000001,96.7,1.46,4.275,0.04,2.26,0.935,3.145,0.034999999999999996,1.7149999999999999,2.0
LOS MARTIRES,2021.0,4.60055,-74.07481,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.63,0.585,0.615,-0.43,4.1499999999999995,125.36999999999999,82.4,12.76,78.81,18.759999999999998,14.59,16.674999999999997,25.675,12.045,9.094999999999999,35.51,18.97,121.30000000000001,123.1,1.77,6.055,0.075,2.305,1.1400000000000001,4.34,0.04,1.795,3.0
LOS MARTIRES,2021.0,4.60055,-74.07481,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.61,0.5549999999999999,0.575,-0.445,2.075,64.36,82.415,12.010000000000002,74.17500000000001,18.905,13.68,16.29,26.075,11.86,10.54,35.88,19.259999999999998,129.15,129.75,2.225,7.3500000000000005,0.09000000000000001,2.725,1.45,5.195,0.045000000000000005,2.175,4.0
LOS MARTIRES,2021.0,4.60055,-74.07481,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.565,0.53,0.555,-0.74,3.9699999999999998,120.72,82.35499999999999,12.425,74.59,19.380000000000003,14.165,16.775,27.21,12.735,10.315000000000001,36.65,19.895,111.9,113.35000000000001,1.65,5.08,0.11,2.145,1.07,3.71,0.049999999999999996,1.73,5.0
LOS MARTIRES,2021.0,4.60055,-74.07481,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.55,0.515,0.54,-0.98,2.495,75.98,82.255,13.065000000000001,77.32,19.5,14.954999999999998,17.225,26.655,14.24,8.95,34.125,19.93,45.4,42.9,1.515,4.0,0.095,2.09,0.97,2.9349999999999996,0.04,1.645,6.0
PUENTE ARANDA,2021.0,4.63111,-74.11198,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.61,0.5700000000000001,0.595,-0.99,3.45,101.75999999999999,82.225,12.265,73.92,19.23,13.93,16.58,27.174999999999997,12.535,10.19,35.35,19.485,82.7,82.7,1.705,4.720000000000001,0.095,2.2,1.0550000000000002,3.46,0.060000000000000005,1.73,1.0
PUENTE ARANDA,2021.0,4.63111,-74.11198,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.625,0.59,0.62,-0.75,5.074999999999999,154.42000000000002,82.27000000000001,13.02,79.405,18.945,14.879999999999999,16.915,26.195,13.629999999999999,8.469999999999999,37.36,19.29,97.05000000000001,96.7,1.46,4.275,0.04,2.26,0.935,3.145,0.034999999999999996,1.7149999999999999,2.0
PUENTE ARANDA,2021.0,4.63111,-74.11198,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.63,0.585,0.615,-0.43,4.1499999999999995,125.36999999999999,82.4,12.76,78.81,18.759999999999998,14.59,16.674999999999997,25.675,12.045,9.094999999999999,35.51,18.97,121.30000000000001,123.1,1.77,6.055,0.075,2.305,1.1400000000000001,4.34,0.04,1.795,3.0
PUENTE ARANDA,2021.0,4.63111,-74.11198,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.61,0.5549999999999999,0.575,-0.445,2.075,64.36,82.415,12.010000000000002,74.17500000000001,18.905,13.68,16.29,26.075,11.86,10.54,35.88,19.259999999999998,129.15,129.75,2.225,7.3500000000000005,0.09000000000000001,2.725,1.45,5.195,0.045000000000000005,2.175,4.0
PUENTE ARANDA,2021.0,4.63111,-74.11198,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.565,0.53,0.555,-0.74,3.9699999999999998,120.72,82.35499999999999,12.425,74.59,19.380000000000003,14.165,16.775,27.21,12.735,10.315000000000001,36.65,19.895,111.9,113.35000000000001,1.65,5.08,0.11,2.145,1.07,3.71,0.049999999999999996,1.73,5.0
PUENTE ARANDA,2021.0,4.63111,-74.11198,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.55,0.515,0.54,-0.98,2.495,75.98,82.255,13.065000000000001,77.32,19.5,14.954999999999998,17.225,26.655,14.24,8.95,34.125,19.93,45.4,42.9,1.515,4.0,0.095,2.09,0.97,2.9349999999999996,0.04,1.645,6.0
RAFAEL URIBE URIBE,2021.0,4.59028,-74.08473,32.59,8.2,8.195,11.370000000000001,17.42,1.1949999999999998,0.04,2.5,0.16,78.42,11.57,25.595,0.61,0.5700000000000001,0.595,-0.99,3.45,101.75999999999999,82.225,12.265,73.92,19.23,13.93,16.58,27.174999999999997,12.535,10.19,35.35,19.485,82.7,82.7,1.705,4.720000000000001,0.095,2.2,1.0550000000000002,3.46,0.060000000000000005,1.73,1.0
RAFAEL URIBE URIBE,2021.0,4.59028,-74.08473,32.675,7.5649999999999995,8.615,6.525,15.735,1.1,0.035,2.195,0.155,90.185,11.995000000000001,26.479999999999997,0.625,0.59,0.62,-0.75,5.074999999999999,154.42000000000002,82.27000000000001,13.02,79.405,18.945,14.879999999999999,16.915,26.195,13.629999999999999,8.469999999999999,37.36,19.29,97.05000000000001,96.7,1.46,4.275,0.04,2.26,0.935,3.145,0.034999999999999996,1.7149999999999999,2.0
RAFAEL URIBE URIBE,2021.0,4.59028,-74.08473,32.09,8.274999999999999,8.715,8.425,17.009999999999998,1.3050000000000002,0.04,2.51,0.17,85.705,11.645,25.405,0.63,0.585,0.615,-0.43,4.1499999999999995,125.36999999999999,82.4,12.76,78.81,18.759999999999998,14.59,16.674999999999997,25.675,12.045,9.094999999999999,35.51,18.97,121.30000000000001,123.1,1.77,6.055,0.075,2.305,1.1400000000000001,4.34,0.04,1.795,3.0
RAFAEL URIBE URIBE,2021.0,4.59028,-74.08473,32.015,8.045,8.684999999999999,8.379999999999999,16.755000000000003,1.22,0.04,2.365,0.16,85.61,11.614999999999998,25.495,0.61,0.5549999999999999,0.575,-0.445,2.075,64.36,82.415,12.010000000000002,74.17500000000001,18.905,13.68,16.29,26.075,11.86,10.54,35.88,19.259999999999998,129.15,129.75,2.225,7.3500000000000005,0.09000000000000001,2.725,1.45,5.195,0.045000000000000005,2.175,4.0
RAFAEL URIBE URIBE,2021.0,4.59028,-74.08473,32.135,8.56,8.629999999999999,10.105,17.81,1.28,0.04,2.46,0.16,81.20500000000001,12.094999999999999,26.48,0.565,0.53,0.555,-0.74,3.9699999999999998,120.72,82.35499999999999,12.425,74.59,19.380000000000003,14.165,16.775,27.21,12.735,10.315000000000001,36.65,19.895,111.9,113.35000000000001,1.65,5.08,0.11,2.145,1.07,3.71,0.049999999999999996,1.73,5.0
RAFAEL URIBE URIBE,2021.0,4.59028,-74.08473,32.129999999999995,8.265,7.98,11.605,17.205,1.255,0.04,2.42,0.17,75.985,11.325,24.65,0.55,0.515,0.54,-0.98,2.495,75.98,82.255,13.065000000000001,77.32,19.5,14.954999999999998,17.225,26.655,14.24,8.95,34.125,19.93,45.4,42.9,1.515,4.0,0.095,2.09,0.97,2.9349999999999996,0.04,1.645,6.0
