localidad,YEAR,latitud,longitud,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,ONI,PRECTOTCORR,PRECTOTCORR_SUM,PS,QV2M,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TOA_SW_DWN,TS,WD10M,WD2M,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,BIMESTRE
LOS MARTIRES,2022.0,4.60055,-74.07481,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.77,0.72,0.725,-1.0,6.325,193.845,82.35,12.865,80.675,18.495,14.66,16.58,25.205,11.89,9.22,36.67,18.68,93.19999999999999,93.39999999999999,1.62,5.0,0.1,2.1550000000000002,1.0350000000000001,3.645,0.05,1.665,5.0
LOS MARTIRES,2022.0,4.60055,-74.07481,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.8200000000000001,0.76,0.755,-0.875,4.125,124.97,82.285,13.125,84.605,17.990000000000002,14.985,16.485,24.75,12.52,8.370000000000001,34.144999999999996,18.17,30.1,204.4,1.5350000000000001,5.58,0.09,2.21,0.955,4.0,0.06,1.73,6.0
PUENTE ARANDA,2022.0,4.63111,-74.11198,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.51,0.485,0.515,-0.95,3.2750000000000004,94.59,82.25999999999999,12.235,73.52,19.369999999999997,13.899999999999999,16.634999999999998,28.229999999999997,13.395,9.73,35.345,20.049999999999997,65.5,63.5,1.63,4.325,0.08499999999999999,2.1799999999999997,1.04,3.245,0.05,1.7000000000000002,1.0
PUENTE ARANDA,2022.0,4.63111,-74.11198,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.615,0.595,0.635,-1.025,7.5600000000000005,230.0,82.275,13.3,81.505,18.869999999999997,15.184999999999999,17.03,26.049999999999997,13.75,8.79,37.379999999999995,19.299999999999997,83.1,81.44999999999999,1.47,4.97,0.07,2.2800000000000002,0.94,3.6399999999999997,0.045,1.755,2.0
PUENTE ARANDA,2022.0,4.63111,-74.11198,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.765,0.73,0.74,-0.9199999999999999,8.6,263.145,82.38499999999999,12.905000000000001,81.455,18.33,14.719999999999999,16.525,24.955,12.565,8.985,35.535,18.43,128.45,131.85,1.525,4.875,0.06,2.185,0.95,3.495,0.035,1.6400000000000001,3.0
PUENTE ARANDA,2022.0,4.63111,-74.11198,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.795,0.745,0.745,-0.8600000000000001,6.300000000000001,195.45,82.38499999999999,12.295,78.655,18.155,13.975,16.064999999999998,24.86,11.52,9.96,35.885000000000005,18.200000000000003,124.05,126.4,1.875,5.0600000000000005,0.14500000000000002,2.2199999999999998,1.18,3.6550000000000002,0.07,1.74,4.0
PUENTE ARANDA,2022.0,4.63111,-74.11198,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.77,0.72,0.725,-1.0,6.325,193.845,82.35,12.865,80.675,18.495,14.66,16.58,25.205,11.89,9.22,36.67,18.68,93.19999999999999,93.39999999999999,1.62,5.0,0.1,2.1550000000000002,1.0350000000000001,3.645,0.05,1.665,5.0
PUENTE ARANDA,2022.0,4.63111,-74.11198,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.8200000000000001,0.76,0.755,-0.875,4.125,124.97,82.285,13.125,84.605,17.990000000000002,14.985,16.485,24.75,12.52,8.370000000000001,34.144999999999996,18.17,30.1,204.4,1.5350000000000001,5.58,0.09,2.21,0.955,4.0,0.06,1.73,6.0
RAFAEL URIBE URIBE,2022.0,4.59028,-74.08473,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.51,0.485,0.515,-0.95,3.2750000000000004,94.59,82.25999999999999,12.235,73.52,19.369999999999997,13.899999999999999,16.634999999999998,28.229999999999997,13.395,9.73,35.345,20.049999999999997,65.5,63.5,1.63,4.325,0.08499999999999999,2.1799999999999997,1.04,3.245,0.05,1.7000000000000002,1.0
RAFAEL URIBE URIBE,2022.0,4.59028,-74.08473,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.615,0.595,0.635,-1.025,7.5600000000000005,230.0,82.275,13.3,81.505,18.869999999999997,15.184999999999999,17.03,26.049999999999997,13.75,8.79,37.379999999999995,19.299999999999997,83.1,81.44999999999999,1.47,4.97,0.07,2.2800000000000002,0.94,3.6399999999999997,0.045,1.755,2.0
RAFAEL URIBE URIBE,2022.0,4.59028,-74.08473,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.765,0.73,0.74,-0.9199999999999999,8.6,263.145,82.38499999999999,12.905000000000001,81.455,18.33,14.719999999999999,16.525,24.955,12.565,8.985,35.535,18.43,128.45,131.85,1.525,4.875,0.06,2.185,0.95,3.495,0.035,1.6400000000000001,3.0
RAFAEL URIBE URIBE,2022.0,4.59028,-74.08473,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.795,0.745,0.745,-0.8600000000000001,6.300000000000001,195.45,82.38499999999999,12.295,78.655,18.155,13.975,16.064999999999998,24.86,11.52,9.96,35.885000000000005,18.200000000000003,124.05,126.4,1.875,5.0600000000000005,0.14500000000000002,2.2199999999999998,1.18,3.6550000000000002,0.07,1.74,4.0
RAFAEL URIBE URIBE,2022.0,4.59028,-74.08473,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.77,0.72,0.725,-1.0,6.325,193.845,82.35,12.865,80.675,18.495,14.66,16.58,25.205,11.89,9.22,36.67,18.68,93.19999999999999,93.39999999999999,1.62,5.0,0.1,2.1550000000000002,1.0350000000000001,3.645,0.05,1.665,5.0
RAFAEL URIBE URIBE,2022.0,4.59028,-74.08473,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.8200000000000001,0.76,0.755,-0.875,4.125,124.97,82.285,13.125,84.605,17.990000000000002,14.985,16.485,24.75,12.52,8.370000000000001,34.144999999999996,18.17,30.1,204.4,1.5350000000000001,5.58,0.09,2.21,0.955,4.0,0.06,1.73,6.0
SAN CRISTOBAL,2022.0,4.58843,-74.0708,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.51,0.485,0.515,-0.95,3.2750000000000004,94.59,82.25999999999999,12.235,73.52,19.369999999999997,13.899999999999999,16.634999999999998,28.229999999999997,13.395,9.73,35.345,20.049999999999997,65.5,63.5,1.63,4.325,0.08499999999999999,2.1799999999999997,1.04,3.245,0.05,1.7000000000000002,1.0
SAN CRISTOBAL,2022.0,4.58843,-74.0708,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.615,0.595,0.635,-1.025,7.5600000000000005,230.0,82.275,13.3,81.505,18.869999999999997,15.184999999999999,17.03,26.049999999999997,13.75,8.79,37.379999999999995,19.299999999999997,83.1,81.44999999999999,1.47,4.97,0.07,2.2800000000000002,0.94,3.6399999999999997,0.045,1.755,2.0
SAN CRISTOBAL,2022.0,4.58843,-74.0708,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.765,0.73,0.74,-0.9199999999999999,8.6,263.145,82.38499999999999,12.905000000000001,81.455,18.33,14.719999999999999,16.525,24.955,12.565,8.985,35.535,18.43,128.45,131.85,1.525,4.875,0.06,2.185,0.95,3.495,0.035,1.6400000000000001,3.0
SAN CRISTOBAL,2022.0,4.58843,-74.0708,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.795,0.745,0.745,-0.8600000000000001,6.300000000000001,195.45,82.38499999999999,12.295,78.655,18.155,13.975,16.064999999999998,24.86,11.52,9.96,35.885000000000005,18.200000000000003,124.05,126.4,1.875,5.0600000000000005,0.14500000000000002,2.2199999999999998,1.18,3.6550000000000002,0.07,1.74,4.0
SAN CRISTOBAL,2022.0,4.58843,-74.0708,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.77,0.72,0.725,-1.0,6.325,193.845,82.35,12.865,80.675,18.495,14.66,16.58,25.205,11.89,9.22,36.67,18.68,93.19999999999999,93.39999999999999,1.62,5.0,0.1,2.1550000000000002,1.0350000000000001,3.645,0.05,1.665,5.0
SAN CRISTOBAL,2022.0,4.58843,-74.0708,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.8200000000000001,0.76,0.755,-0.875,4.125,124.97,82.285,13.125,84.605,17.990000000000002,14.985,16.485,24.75,12.52,8.370000000000001,34.144999999999996,18.17,30.1,204.4,1.5350000000000001,5.58,0.09,2.21,0.955,4.0,0.06,1.73,6.0
SANTA FE,2022.0,4.60947,-74.08135,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.51,0.485,0.515,-0.95,3.2750000000000004,94.59,82.25999999999999,12.235,73.52,19.369999999999997,13.899999999999999,16.634999999999998,28.229999999999997,13.395,9.73,35.345,20.049999999999997,65.5,63.5,1.63,4.325,0.08499999999999999,2.1799999999999997,1.04,3.245,0.05,1.7000000000000002,1.0
SANTA FE,2022.0,4.60947,-74.08135,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.615,0.595,0.635,-1.025,7.5600000000000005,230.0,82.275,13.3,81.505,18.869999999999997,15.184999999999999,17.03,26.049999999999997,13.75,8.79,37.379999999999995,19.299999999999997,83.1,81.44999999999999,1.47,4.97,0.07,2.2800000000000002,0.94,3.6399999999999997,0.045,1.755,2.0
SANTA FE,2022.0,4.60947,-74.08135,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.765,0.73,0.74,-0.9199999999999999,8.6,263.145,82.38499999999999,12.905000000000001,81.455,18.33,14.719999999999999,16.525,24.955,12.565,8.985,35.535,18.43,128.45,131.85,1.525,4.875,0.06,2.185,0.95,3.495,0.035,1.6400000000000001,3.0
SANTA FE,2022.0,4.60947,-74.08135,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.795,0.745,0.745,-0.8600000000000001,6.300000000000001,195.45,82.38499999999999,12.295,78.655,18.155,13.975,16.064999999999998,24.86,11.52,9.96,35.885000000000005,18.200000000000003,124.05,126.4,1.875,5.0600000000000005,0.14500000000000002,2.2199999999999998,1.18,3.6550000000000002,0.07,1.74,4.0
SANTA FE,2022.0,4.60947,-74.08135,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.77,0.72,0.725,-1.0,6.325,193.845,82.35,12.865,80.675,18.495,14.66,16.58,25.205,11.89,9.22,36.67,18.68,93.19999999999999,93.39999999999999,1.62,5.0,0.1,2.1550000000000002,1.0350000000000001,3.645,0.05,1.665,5.0
SANTA FE,2022.0,4.60947,-74.08135,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.8200000000000001,0.76,0.755,-0.875,4.125,124.97,82.285,13.125,84.605,17.990000000000002,14.985,16.485,24.75,12.52,8.370000000000001,34.144999999999996,18.17,30.1,204.4,1.5350000000000001,5.58,0.09,2.21,0.955,4.0,0.06,1.73,6.0
SUBA,2022.0,4.7594,-74.09035,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.525,0.51,0.525,-0.95,3.165,91.365,84.5,12.985,74.02,20.745,15.18,17.965,30.76,14.84,10.085,35.345,21.605,21.25,15.8,1.665,4.615,0.125,2.265,1.065,3.37,0.07,1.775,1.0
SUBA,2022.0,4.7594,-74.09035,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.605,0.6,0.645,-1.025,6.655,202.385,84.51,14.06,82.07,20.1,16.41,18.255000000000003,27.71,14.684999999999999,8.690000000000001,37.379999999999995,20.56,20.95,183.4,1.47,4.1850000000000005,0.07,2.295,0.935,3.0700000000000003,0.03,1.755,2.0
SUBA,2022.0,4.7594,-74.09035,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.74,0.71,0.74,-0.9199999999999999,7.4,226.05,84.62,13.885,82.035,19.83,16.200000000000003,18.009999999999998,26.494999999999997,14.21,8.81,35.535,19.925,148.4,160.3,1.33,3.79,0.05,1.9849999999999999,0.815,2.6550000000000002,0.045000000000000005,1.45,3.0
SUBA,2022.0,4.7594,-74.09035,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.765,0.725,0.735,-0.8600000000000001,5.26,162.975,84.62,13.29,78.25999999999999,19.945,15.5,17.725,26.36,13.745000000000001,9.79,35.885000000000005,19.965,134.2,138.85,1.42,3.815,0.055,1.98,0.875,2.73,0.03,1.475,4.0
SUBA,2022.0,4.7594,-74.09035,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.74,0.7,0.725,-1.0,6.01,184.07999999999998,84.59,13.715,82.025,19.71,16.009999999999998,17.86,27.025,13.905,9.04,36.67,19.955,59.85,62.85,1.405,4.325,0.075,2.125,0.88,3.09,0.05,1.615,5.0
SUBA,2022.0,4.7594,-74.09035,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.8,0.76,0.765,-0.875,4.095,123.77,84.53,13.879999999999999,86.58500000000001,18.91,16.225,17.565,25.64,13.774999999999999,7.925000000000001,34.144999999999996,19.11,183.2,178.6,1.5350000000000001,5.225,0.14,2.27,0.95,3.6950000000000003,0.07500000000000001,1.745,6.0
SUMAPAZ,2022.0,4.2,-74.2,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.605,0.595,0.635,-0.95,3.405,98.13499999999999,80.03,11.735,78.065,17.16,12.9,15.030000000000001,24.605,10.575,9.02,35.345,17.729999999999997,83.2,83.9,2.025,5.5,0.155,2.09,1.2999999999999998,3.955,0.08499999999999999,1.775,1.0
SUMAPAZ,2022.0,4.2,-74.2,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.74,0.74,0.755,-1.025,8.46,257.695,80.03,12.68,84.94,16.905,14.085,15.495000000000001,22.805,12.129999999999999,7.835,37.379999999999995,17.285,102.6,103.65,1.935,6.26,0.1,2.285,1.2650000000000001,4.5649999999999995,0.08499999999999999,1.835,2.0
SUMAPAZ,2022.0,4.2,-74.2,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.875,0.865,0.85,-0.9199999999999999,9.915000000000001,303.565,80.14,12.235,85.405,16.22,13.535,14.879999999999999,22.225,10.965,8.07,35.535,16.48,120.35,121.6,2.3600000000000003,6.625,0.305,2.485,1.545,4.705,0.13,2.0,3.0
SUMAPAZ,2022.0,4.2,-74.2,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.875,0.86,0.84,-0.8600000000000001,7.4,229.44,80.14500000000001,11.68,83.755,15.84,12.83,14.335,22.265,10.07,8.7,35.885000000000005,16.075000000000003,118.69999999999999,119.69999999999999,2.9699999999999998,7.265,0.8300000000000001,2.885,1.9500000000000002,5.140000000000001,0.44,2.395,4.0
SUMAPAZ,2022.0,4.2,-74.2,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.835,0.825,0.815,-1.0,7.07,216.545,80.105,12.175,83.22,16.6,13.434999999999999,15.02,22.865000000000002,10.35,8.675,36.67,16.91,114.0,116.1,2.165,7.285,0.095,2.48,1.415,5.14,0.05,1.965,5.0
SUMAPAZ,2022.0,4.2,-74.2,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.875,0.85,0.835,-0.875,4.21,127.495,80.03,12.559999999999999,85.875,16.575,13.93,15.254999999999999,22.810000000000002,11.22,7.645,34.144999999999996,16.885,83.55,86.25,1.525,5.695,0.08,2.125,0.97,4.055,0.045,1.6600000000000001,6.0
TEUSAQUILLO,2022.0,4.65942,-74.09919,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.51,0.485,0.515,-0.95,3.2750000000000004,94.59,82.25999999999999,12.235,73.52,19.369999999999997,13.899999999999999,16.634999999999998,28.229999999999997,13.395,9.73,35.345,20.049999999999997,65.5,63.5,1.63,4.325,0.08499999999999999,2.1799999999999997,1.04,3.245,0.05,1.7000000000000002,1.0
TEUSAQUILLO,2022.0,4.65942,-74.09919,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.615,0.595,0.635,-1.025,7.5600000000000005,230.0,82.275,13.3,81.505,18.869999999999997,15.184999999999999,17.03,26.049999999999997,13.75,8.79,37.379999999999995,19.299999999999997,83.1,81.44999999999999,1.47,4.97,0.07,2.2800000000000002,0.94,3.6399999999999997,0.045,1.755,2.0
TEUSAQUILLO,2022.0,4.65942,-74.09919,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.765,0.73,0.74,-0.9199999999999999,8.6,263.145,82.38499999999999,12.905000000000001,81.455,18.33,14.719999999999999,16.525,24.955,12.565,8.985,35.535,18.43,128.45,131.85,1.525,4.875,0.06,2.185,0.95,3.495,0.035,1.6400000000000001,3.0
TEUSAQUILLO,2022.0,4.65942,-74.09919,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.795,0.745,0.745,-0.8600000000000001,6.300000000000001,195.45,82.38499999999999,12.295,78.655,18.155,13.975,16.064999999999998,24.86,11.52,9.96,35.885000000000005,18.200000000000003,124.05,126.4,1.875,5.0600000000000005,0.14500000000000002,2.2199999999999998,1.18,3.6550000000000002,0.07,1.74,4.0
TEUSAQUILLO,2022.0,4.65942,-74.09919,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.77,0.72,0.725,-1.0,6.325,193.845,82.35,12.865,80.675,18.495,14.66,16.58,25.205,11.89,9.22,36.67,18.68,93.19999999999999,93.39999999999999,1.62,5.0,0.1,2.1550000000000002,1.0350000000000001,3.645,0.05,1.665,5.0
TEUSAQUILLO,2022.0,4.65942,-74.09919,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.8200000000000001,0.76,0.755,-0.875,4.125,124.97,82.285,13.125,84.605,17.990000000000002,14.985,16.485,24.75,12.52,8.370000000000001,34.144999999999996,18.17,30.1,204.4,1.5350000000000001,5.58,0.09,2.21,0.955,4.0,0.06,1.73,6.0
TUNJUELITO,2022.0,4.59069,-74.09628,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.51,0.485,0.515,-0.95,3.2750000000000004,94.59,82.25999999999999,12.235,73.52,19.369999999999997,13.899999999999999,16.634999999999998,28.229999999999997,13.395,9.73,35.345,20.049999999999997,65.5,63.5,1.63,4.325,0.08499999999999999,2.1799999999999997,1.04,3.245,0.05,1.7000000000000002,1.0
TUNJUELITO,2022.0,4.59069,-74.09628,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.615,0.595,0.635,-1.025,7.5600000000000005,230.0,82.275,13.3,81.505,18.869999999999997,15.184999999999999,17.03,26.049999999999997,13.75,8.79,37.379999999999995,19.299999999999997,83.1,81.44999999999999,1.47,4.97,0.07,2.2800000000000002,0.94,3.6399999999999997,0.045,1.755,2.0
TUNJUELITO,2022.0,4.59069,-74.09628,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.765,0.73,0.74,-0.9199999999999999,8.6,263.145,82.38499999999999,12.905000000000001,81.455,18.33,14.719999999999999,16.525,24.955,12.565,8.985,35.535,18.43,128.45,131.85,1.525,4.875,0.06,2.185,0.95,3.495,0.035,1.6400000000000001,3.0
TUNJUELITO,2022.0,4.59069,-74.09628,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.795,0.745,0.745,-0.8600000000000001,6.300000000000001,195.45,82.38499999999999,12.295,78.655,18.155,13.975,16.064999999999998,24.86,11.52,9.96,35.885000000000005,18.200000000000003,124.05,126.4,1.875,5.0600000000000005,0.14500000000000002,2.2199999999999998,1.18,3.6550000000000002,0.07,1.74,4.0
TUNJUELITO,2022.0,4.59069,-74.09628,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.77,0.72,0.725,-1.0,6.325,193.845,82.35,12.865,80.675,18.495,14.66,16.58,25.205,11.89,9.22,36.67,18.68,93.19999999999999,93.39999999999999,1.62,5.0,0.1,2.1550000000000002,1.0350000000000001,3.645,0.05,1.665,5.0
TUNJUELITO,2022.0,4.59069,-74.09628,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.8200000000000001,0.76,0.755,-0.875,4.125,124.97,82.285,13.125,84.605,17.990000000000002,14.985,16.485,24.75,12.52,8.370000000000001,34.144999999999996,18.17,30.1,204.4,1.5350000000000001,5.58,0.09,2.21,0.955,4.0,0.06,1.73,6.0
USAQUEN,2022.0,4.73197,-74.05163,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.6,0.59,0.59,-0.95,2.82,81.045,79.485,11.155000000000001,78.875,16.185000000000002,11.985,14.08,24.1,10.84,8.96,35.345,16.85,91.9,97.3,2.0300000000000002,5.18,0.275,2.92,1.2,3.34,0.11,1.9699999999999998,1.0
USAQUEN,2022.0,4.73197,-74.05163,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.7749999999999999,0.78,0.79,-1.025,9.195,279.485,79.5,12.41,88.28,15.8,13.555,14.68,21.72,11.17,7.215,37.379999999999995,16.18,102.69999999999999,104.85,1.89,5.734999999999999,0.11499999999999999,3.065,1.1549999999999998,3.835,0.04,2.07,2.0
USAQUEN,2022.0,4.73197,-74.05163,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.95,0.955,0.925,-0.9199999999999999,14.044999999999998,430.23,79.635,12.02,90.4,14.89,13.06,13.975,20.36,10.065000000000001,7.08,35.535,15.18,106.44999999999999,107.9,2.035,4.975,0.135,3.19,1.28,3.3099999999999996,0.055,2.185,3.0
USAQUEN,2022.0,4.73197,-74.05163,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.95,0.97,0.925,-0.8600000000000001,10.82,335.405,79.66499999999999,11.48,89.32,14.375,12.355,13.364999999999998,19.795,9.35,7.68,35.885000000000005,14.62,104.3,106.75,2.18,6.035,0.22999999999999998,3.6,1.415,3.9050000000000002,0.135,2.455,4.0
USAQUEN,2022.0,4.73197,-74.05163,33.1,8.365,8.809999999999999,8.545000000000002,17.145,1.295,0.04,2.335,0.16999999999999998,85.66,12.045,26.27,0.915,0.92,0.895,-1.0,8.05,246.055,79.575,12.02,87.365,15.45,13.02,14.235,21.33,10.16,7.77,36.67,15.635,111.95,114.0,1.76,5.605,0.07,3.045,1.1099999999999999,3.665,0.04,2.045,5.0
USAQUEN,2022.0,4.73197,-74.05163,32.815,8.145,7.985,11.04,16.895,1.25,0.04,2.21,0.16,75.075,11.2,24.365000000000002,0.925,0.9299999999999999,0.895,-0.875,5.03,152.635,79.475,12.35,89.755,15.41,13.45,14.43,21.18,9.925,7.1850000000000005,34.144999999999996,15.690000000000001,105.55,108.8,1.57,4.55,0.05,2.23,0.92,3.045,0.045,1.52,6.0
USME,2022.0,4.53286,-74.11451,32.230000000000004,7.895,8.175,9.65,16.5,1.1949999999999998,0.04,2.34,0.165,81.47,11.445,25.16,0.51,0.485,0.515,-0.95,3.2750000000000004,94.59,82.25999999999999,12.235,73.52,19.369999999999997,13.899999999999999,16.634999999999998,28.229999999999997,13.395,9.73,35.345,20.049999999999997,65.5,63.5,1.63,4.325,0.08499999999999999,2.1799999999999997,1.04,3.245,0.05,1.7000000000000002,1.0
USME,2022.0,4.53286,-74.11451,32.965,7.645,8.455,6.8100000000000005,15.835,1.1150000000000002,0.04,2.335,0.135,87.785,11.965,26.240000000000002,0.615,0.595,0.635,-1.025,7.5600000000000005,230.0,82.275,13.3,81.505,18.869999999999997,15.184999999999999,17.03,26.049999999999997,13.75,8.79,37.379999999999995,19.299999999999997,83.1,81.44999999999999,1.47,4.97,0.07,2.2800000000000002,0.94,3.6399999999999997,0.045,1.755,2.0
USME,2022.0,4.53286,-74.11451,32.965,7.62,8.285,7.279999999999999,15.52,1.1949999999999998,0.04,2.33,0.14,87.41499999999999,11.605,25.225,0.765,0.73,0.74,-0.9199999999999999,8.6,263.145,82.38499999999999,12.905000000000001,81.455,18.33,14.719999999999999,16.525,24.955,12.565,8.985,35.535,18.43,128.45,131.85,1.525,4.875,0.06,2.185,0.95,3.495,0.035,1.6400000000000001,3.0
USME,2022.0,4.53286,-74.11451,32.72,8.01,8.09,9.350000000000001,16.66,1.1949999999999998,0.04,2.17,0.135,80.9,11.62,25.424999999999997,0.795,0.745,0.745,-0.8600000000000001,6.300000000000001,195.45,82.38499999999999,12.295,78.655,18.155,13.975,16.064999999999998,24.86,11.52,9.96,35.885000000000005,18.200000000000003,124.05,126.4,1.875,5.0600000000000005,0.14500000000000002,2.2199999999999998,1.18,3.6550000000000002,0.07,1.74,4.0
