PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,localidad,latitud,longitud
ALLSKY_SFC_UVA,2020,1.29,1.29,1.06,1.13,1.23,1.23,1.22,1.14,1.25,1.18,1.12,1.21,1.2,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UVA,2021,1.25,1.14,1.04,1.16,1.33,1.28,1.24,1.2,1.32,1.24,1.32,1.19,1.23,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UVA,2022,1.26,1.13,1.12,1.11,1.25,1.14,1.17,1.22,1.22,1.37,1.2,1.3,1.21,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UVA,2023,1.19,1.23,1.01,1.04,1.23,1.28,1.25,1.23,1.23,1.19,1.16,1.13,1.18,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UVA,2024,1.32,1.17,1.03,1.16,1.14,1.21,1.23,1.19,1.17,1.37,1.12,1.09,1.18,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UVB,2020,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UVB,2021,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UVB,2022,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UVB,2023,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UVB,2024,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.04,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UV_INDEX,2020,2.49,2.54,2.08,2.21,2.37,2.32,2.3,2.19,2.46,2.22,2.08,2.33,2.3,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UV_INDEX,2021,2.58,2.42,2.09,2.3,2.6,2.42,2.35,2.38,2.56,2.36,2.54,2.3,2.41,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UV_INDEX,2022,2.45,2.23,2.28,2.39,2.54,2.12,2.14,2.2,2.18,2.49,2.12,2.3,2.29,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UV_INDEX,2023,2.13,2.3,1.94,1.94,2.32,2.36,2.34,2.29,2.26,2.2,2.2,2.26,2.21,Chapinero,4.6704,-74.04338
ALLSKY_SFC_UV_INDEX,2024,2.59,2.43,2.1,2.4,2.23,2.25,2.21,2.09,2.06,2.47,1.99,1.91,2.23,Chapinero,4.6704,-74.04338
ALLSKY_SRF_ALB,2020,0.15,0.15,0.12,0.14,0.17,0.16,0.17,0.14,0.16,0.15,0.15,0.17,0.15,Chapinero,4.6704,-74.04338
ALLSKY_SRF_ALB,2021,0.17,0.15,0.16,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.16,Chapinero,4.6704,-74.04338
ALLSKY_SRF_ALB,2022,0.17,0.16,0.14,0.13,0.15,0.13,0.12,0.15,0.16,0.18,0.16,0.16,0.15,Chapinero,4.6704,-74.04338
ALLSKY_SRF_ALB,2023,0.15,0.14,0.14,0.14,0.16,0.15,0.16,0.14,0.14,0.16,0.15,0.13,0.15,Chapinero,4.6704,-74.04338
ALLSKY_SRF_ALB,2024,0.14,0.14,0.12,0.14,0.11,0.16,0.15,0.14,0.13,0.17,0.14,0.12,0.14,Chapinero,4.6704,-74.04338
CLOUD_AMT,2020,59.63,64.74,75.75,84.34,88.98,85.15,86.93,84.1,81.47,85.07,86.42,78.08,80.09,Chapinero,4.6704,-74.04338
CLOUD_AMT,2021,69.19,87.65,91.94,88.43,87.28,84.13,82.52,88.7,78.65,83.76,74.35,77.62,82.83,Chapinero,4.6704,-74.04338
CLOUD_AMT,2022,76.86,86.08,86.72,88.85,87.27,87.56,83.36,78.44,85.96,85.36,84.95,65.2,82.98,Chapinero,4.6704,-74.04338
CLOUD_AMT,2023,72.7,67.43,88.12,89.21,84.55,81.83,82.83,78.58,76.9,86.76,82.61,74.48,80.58,Chapinero,4.6704,-74.04338
CLOUD_AMT,2024,48.55,70.26,80.69,83.65,88.35,87.98,81.61,75.57,81.21,81.17,83.31,71.93,77.83,Chapinero,4.6704,-74.04338
CLRSKY_SFC_PAR_TOT,2020,11.31,11.71,10.96,11.61,11.68,11.39,11.5,11.58,12.21,11.92,11.21,11.13,11.52,Chapinero,4.6704,-74.04338
CLRSKY_SFC_PAR_TOT,2021,11.39,11.75,12.0,11.99,11.88,11.41,11.44,11.79,12.26,11.93,11.57,11.08,11.71,Chapinero,4.6704,-74.04338
CLRSKY_SFC_PAR_TOT,2022,11.26,11.63,12.02,11.91,11.9,11.31,11.45,11.79,12.03,12.06,11.36,11.04,11.65,Chapinero,4.6704,-74.04338
CLRSKY_SFC_PAR_TOT,2023,11.12,11.61,11.69,11.7,11.74,11.5,11.56,11.8,12.02,11.85,11.27,10.92,11.56,Chapinero,4.6704,-74.04338
CLRSKY_SFC_PAR_TOT,2024,11.19,11.58,11.0,11.58,11.64,11.36,11.39,11.59,11.57,12.02,11.36,10.84,11.43,Chapinero,4.6704,-74.04338
CLRSKY_SFC_SW_DWN,2020,24.85,25.83,24.54,25.68,25.49,24.84,25.16,25.55,26.85,26.27,24.75,24.51,25.36,Chapinero,4.6704,-74.04338
CLRSKY_SFC_SW_DWN,2021,25.2,25.99,26.58,26.38,25.87,24.94,25.1,25.89,26.87,26.09,25.17,24.13,25.68,Chapinero,4.6704,-74.04338
CLRSKY_SFC_SW_DWN,2022,24.76,25.56,26.41,26.07,25.81,24.64,24.99,25.86,26.36,26.18,24.66,24.07,25.45,Chapinero,4.6704,-74.04338
CLRSKY_SFC_SW_DWN,2023,24.42,25.54,25.73,25.64,25.45,24.99,25.13,25.89,26.36,25.83,24.5,23.73,25.27,Chapinero,4.6704,-74.04338
CLRSKY_SFC_SW_DWN,2024,24.64,25.36,24.5,25.36,25.14,24.58,24.78,25.51,25.63,26.15,24.62,23.6,24.99,Chapinero,4.6704,-74.04338
TOA_SW_DWN,2020,34.39,36.25,37.49,37.22,35.95,35.04,35.34,36.42,37.0,36.27,34.63,33.61,35.8,Chapinero,4.6704,-74.04338
TOA_SW_DWN,2021,34.43,36.27,37.49,37.23,35.97,35.05,35.34,36.42,37.01,36.29,34.64,33.61,35.81,Chapinero,4.6704,-74.04338
TOA_SW_DWN,2022,34.42,36.27,37.5,37.26,36.0,35.07,35.35,36.42,37.02,36.32,34.67,33.62,35.82,Chapinero,4.6704,-74.04338
TOA_SW_DWN,2023,34.42,36.27,37.51,37.28,36.01,35.08,35.34,36.42,37.04,36.34,34.69,33.63,35.83,Chapinero,4.6704,-74.04338
TOA_SW_DWN,2024,34.42,36.28,37.52,37.25,35.98,35.07,35.37,36.44,37.05,36.3,34.65,33.63,35.83,Chapinero,4.6704,-74.04338
