config_id,train_years,validation_year,n_train,n_validation,metrics_scale,objective,eval_metric,random_state,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,MAE,RMSE,R2,n_registros
51,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,1,1.0,0.8,0.0,1.0,1.2390788061943097,1.834537690706308,0.01912684072688342,114
51,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,1,1.0,0.8,0.0,1.0,1.4797651073515539,2.4276208313413137,-0.1584797944616454,114
51,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,1,1.0,0.8,0.0,1.0,1.4761113098190661,2.0873539107153065,0.042932915921442216,114
52,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,1,1.0,0.8,0.0,5.0,1.2514962379806611,1.8080373648652865,0.047260051256026725,114
52,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,1,1.0,0.8,0.0,5.0,1.4610257718438242,2.399966636073649,-0.13223652566351562,114
52,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,1,1.0,0.8,0.0,5.0,1.4705523760722627,2.084829283932101,0.045246635677372304,114
53,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,0.8,0.8,0.0,1.0,1.2457844451571625,1.828908675711922,0.025136942362186554,114
53,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,0.8,0.8,0.0,1.0,1.420641928711018,2.379717689055688,-0.11321136158094758,114
53,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,0.8,0.8,0.0,1.0,1.4759967329535546,2.0955350278278515,0.03541600950472157,114
54,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,0.8,0.8,0.0,5.0,1.2610725378754617,1.8070170628023663,0.04833503817143303,114
54,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,0.8,0.8,0.0,5.0,1.4556456101922917,2.4330126615566066,-0.1636315569879765,114
54,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,0.8,0.8,0.0,5.0,1.494420076775171,2.094958954595871,0.035946274693468006,114
55,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,1.0,0.8,0.0,1.0,1.229397298913058,1.834799072803108,0.018847314229424317,114
55,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,1.0,0.8,0.0,1.0,1.4682738269565627,2.4050090486230835,-0.1369992596088827,114
55,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,1.0,0.8,0.0,1.0,1.4977343522140298,2.088995788658055,0.04142669760301698,114
56,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,1.0,0.8,0.0,5.0,1.2441678699108285,1.8033915974393286,0.052149907754907576,114
56,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,1.0,0.8,0.0,5.0,1.482953270778386,2.418270736996969,-0.14957310239451127,114
56,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,3,3,1.0,0.8,0.0,5.0,1.4837101459875524,2.0857740771942246,0.04438109820172731,114
57,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,0.8,0.8,0.0,1.0,1.2385518330480663,1.8407070922363793,0.012518553980021108,114
57,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,0.8,0.8,0.0,1.0,1.447851177928775,2.411813228163032,-0.14344188885745734,114
57,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,0.8,0.8,0.0,1.0,1.4777369890771608,2.091212986899179,0.03939081515480958,114
58,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,0.8,0.8,0.0,5.0,1.259720429131134,1.8063485518731481,0.04903905005859399,114
58,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,0.8,0.8,0.0,5.0,1.4589634852421065,2.4254159567487443,-0.15637638303471957,114
58,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,0.8,0.8,0.0,5.0,1.4548253785428689,2.096723892609505,0.03432121966154544,114
59,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,1.0,0.8,0.0,1.0,1.2498481096991996,1.8146756109282816,0.040251199953406314,114
59,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,1.0,0.8,0.0,1.0,1.4889771287903104,2.4116627132159794,-0.14329917488355992,114
59,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,1.0,0.8,0.0,1.0,1.5611153383401521,2.1020069670361665,0.029448684674428627,114
60,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,1.0,0.8,0.0,5.0,1.2499250971304614,1.8106525481611782,0.04450193177071782,114
60,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,1.0,0.8,0.0,5.0,1.4444121278014672,2.346707621286999,-0.0825419129981646,114
60,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,1,1.0,0.8,0.0,5.0,1.5642433485119813,2.101388243075312,0.030019962490935193,114
61,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,0.8,0.8,0.0,1.0,1.2447505467324014,1.8238877175280725,0.030482236924397665,114
61,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,0.8,0.8,0.0,1.0,1.4382703943544208,2.3904614723774986,-0.12328574984256457,114
61,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,0.8,0.8,0.0,1.0,1.4284109641723088,2.090666669498018,0.039892656876827304,114
62,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,0.8,0.8,0.0,5.0,1.2603415967053213,1.8086807105730378,0.04658191238724896,114
62,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,0.8,0.8,0.0,5.0,1.4828845358482832,2.436268562987152,-0.16674802632984465,114
62,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,0.8,0.8,0.0,5.0,1.4707616113731767,2.0969202701572796,0.03414032172629855,114
63,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,1.0,0.8,0.0,1.0,1.247400701531264,1.8180634722628708,0.036664298824947594,114
63,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,1.0,0.8,0.0,1.0,1.4819309730280563,2.39466987676604,-0.12724431757896637,114
63,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,1.0,0.8,0.0,1.0,1.5594458785399736,2.1014647203565664,0.029949358892335742,114
64,2020,2021,114,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,1.0,0.8,0.0,5.0,1.2407545770574484,1.80507064434598,0.050384095334367385,114
64,"2020,2021",2022,228,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,1.0,0.8,0.0,5.0,1.4884343035624559,2.3861298530728607,-0.11921855368451784,114
64,"2020,2021,2022",2023,342,114,original_expm1,reg:squarederror,rmse,42,200,0.05,4,3,1.0,0.8,0.0,5.0,1.568086176481699,2.102694052518993,0.02881409048243988,114
