modelo,iteracion,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,MAE_train,RMSE_train,R2_train,MAE_val_2023,RMSE_val_2023,R2_val_2023
XGBoost_sin_latitud_longitud,42,400,0.03,4,1,0.8,1.0,1.3028122375592186,1.9346810326695698,0.6678491880446591,2.2546318516262764,3.428332689089885,-1.2491878876094114
XGBoost_sin_latitud_longitud,32,200,0.05,4,3,1.0,1.0,1.3055452048045748,1.9350811199585038,0.6677117978948404,2.1765602864600946,3.4317127522229574,-1.2536251143474346
XGBoost_sin_latitud_longitud,61,400,0.05,4,3,0.8,0.8,1.2992720267581805,1.9322577642747383,0.6686807323373923,2.2065996734642637,3.4318352128977043,-1.2537859584484634
XGBoost_sin_latitud_longitud,2,200,0.03,3,1,0.8,1.0,1.3745995323601574,2.0296914281102083,0.634424901423788,2.2527293497465206,3.4359209914606805,-1.2591556521340581
XGBoost_sin_latitud_longitud,16,200,0.03,4,3,1.0,1.0,1.3313133203147518,1.960694513071026,0.6588570210128355,2.171773438227342,3.4408787455524665,-1.2656799108664312
XGBoost_sin_latitud_longitud,6,200,0.03,3,3,0.8,1.0,1.390515278863478,2.0633420103698508,0.6222025590086031,2.202700450777347,3.441157690168104,-1.266047273320059
XGBoost_sin_latitud_longitud,18,200,0.05,3,1,0.8,1.0,1.3439466583026443,1.9711482473413076,0.6552096145071216,2.314630359861389,3.443244031213048,-1.2687958719348118
XGBoost_sin_latitud_longitud,28,200,0.05,4,1,1.0,1.0,1.2950728127113929,1.9312297249966233,0.6690331890521318,2.1023698007539378,3.444894563848086,-1.2709715057954791
XGBoost_sin_latitud_longitud,37,400,0.03,3,3,0.8,0.8,1.3493708336021544,1.9820682323095828,0.6513788168929657,2.2257217052502796,3.4450662567902115,-1.2711978810813434
XGBoost_sin_latitud_longitud,60,400,0.05,4,1,1.0,1.0,1.28741141333918,1.929719081760043,0.6695507631388339,2.104861503516491,3.4490626955975126,-1.276470330070909
XGBoost_sin_latitud_longitud,44,400,0.03,4,1,1.0,1.0,1.2922380670454574,1.9304069723145751,0.6693151294382957,2.1087209859446685,3.454487541987763,-1.2836370387562086
XGBoost_sin_latitud_longitud,4,200,0.03,3,1,1.0,1.0,1.3663593735869346,2.011056144519766,0.641107021837888,2.241998344445084,3.469668798346401,-1.30375270382822
XGBoost_sin_latitud_longitud,47,400,0.03,4,3,1.0,0.8,1.2989302290419826,1.9320086289166103,0.6687661640272767,2.1739752220778894,3.4701024375715708,-1.3043285858635922
XGBoost_sin_latitud_longitud,48,400,0.03,4,3,1.0,1.0,1.3014379521435373,1.9329190043701177,0.6684539312611811,2.1803871935780896,3.4779349971694633,-1.3147427801231326
XGBoost_sin_latitud_longitud,19,200,0.05,3,1,1.0,0.8,1.316727654354064,1.9446828604507453,0.6644060339289024,2.1873538671634662,3.478613242316662,-1.3156456814948383
XGBoost_sin_latitud_longitud,38,400,0.03,3,3,0.8,1.0,1.350700132937757,1.9836455875063534,0.6508237217308466,2.2204076100557666,3.4835991853014825,-1.3222885307127212
XGBoost_sin_latitud_longitud,35,400,0.03,3,1,1.0,0.8,1.3035519003667448,1.935349775470602,0.6676195255315587,2.208157847025213,3.4862858359162594,-1.325871941715142
XGBoost_sin_latitud_longitud,54,400,0.05,3,3,0.8,1.0,1.3204047649449775,1.9461733283384977,0.6638914166392564,2.212571877171459,3.4882093661086744,-1.3284392120591266
XGBoost_sin_latitud_longitud,21,200,0.05,3,3,0.8,0.8,1.3607966031316623,1.9980657590065132,0.6457285741385648,2.3265220960695268,3.493612924552248,-1.3356587343254813
XGBoost_sin_latitud_longitud,17,200,0.05,3,1,0.8,0.8,1.3458483521933322,1.9748022588181617,0.6539301209265536,2.4174914515898864,3.4996397006584905,-1.3437241005369698
