modelo,MAE_mean,MAE_median,MAE_std,RMSE_mean,RMSE_median,RMSE_std,R2_mean,R2_median,R2_std
XGBoost_con_latitud_longitud,0.9477443939799671,0.9284820338023514,0.15169682450865948,2.103446280090072,2.1615735530116558,0.4827667237687298,0.35907409024447556,0.4834694846695965,0.46594747870630093
XGBoost_sin_latitud_longitud,2.1201749844885263,2.071941528264876,0.15052796098663432,3.1206829038131794,3.1078399427684884,0.6054092654206475,-0.29240816396824065,-0.008421421499087367,0.7170513043640311
