localidad,ano,bimestre,valor_real,prediccion,error,error_absoluto,modelo
TUNJUELITO,2024,2,14.007601536772784,11.078781,2.9288204088430962,2.9288204088430962,XGBoost_sin_latitud_longitud
USAQUEN,2024,2,10.476219089234203,11.898971,-1.4227515147086685,1.4227515147086685,XGBoost_sin_latitud_longitud
USME,2024,2,10.271404333072303,11.078781,-0.8073767948573849,0.8073767948573849,XGBoost_sin_latitud_longitud
ANTONIO NARINO,2024,3,10.693898255063273,12.003198,-1.3092994149196375,1.3092994149196375,XGBoost_sin_latitud_longitud
BARRIOS UNIDOS,2024,3,11.02788996142492,12.003198,-0.97530770855799,0.97530770855799,XGBoost_sin_latitud_longitud
BOSA,2024,3,9.598112473466493,12.003198,-2.405085196516417,2.405085196516417,XGBoost_sin_latitud_longitud
CHAPINERO,2024,3,11.40855222784479,11.190333,0.21821886145074743,0.21821886145074743,XGBoost_sin_latitud_longitud
CIUDAD BOLIVAR,2024,3,10.955546303324171,12.003198,-1.047651366658739,1.047651366658739,XGBoost_sin_latitud_longitud
ENGATIVA,2024,3,10.21859162616628,12.003198,-1.7846060438166305,1.7846060438166305,XGBoost_sin_latitud_longitud
FONTIBON,2024,3,12.81182344484594,12.003198,0.8086257748630299,0.8086257748630299,XGBoost_sin_latitud_longitud
KENNEDY,2024,3,10.389192950878,12.003198,-1.6140047191049103,1.6140047191049103,XGBoost_sin_latitud_longitud
LA CANDELARIA,2024,3,16.733420473307653,12.003198,4.730222803324743,4.730222803324743,XGBoost_sin_latitud_longitud
LOS MARTIRES,2024,3,11.137340850655182,12.003198,-0.8658568193277283,0.8658568193277283,XGBoost_sin_latitud_longitud
PUENTE ARANDA,2024,3,15.21598083314425,12.003198,3.2127831631613404,3.2127831631613404,XGBoost_sin_latitud_longitud
RAFAEL URIBE URIBE,2024,3,11.13446700214009,12.003198,-0.8687306678428204,0.8687306678428204,XGBoost_sin_latitud_longitud
SAN CRISTOBAL,2024,3,10.68659660618086,12.003198,-1.3166010638020502,1.3166010638020502,XGBoost_sin_latitud_longitud
SANTA FE,2024,3,11.192153289491062,12.003198,-0.8110443804918486,0.8110443804918486,XGBoost_sin_latitud_longitud
SUBA,2024,3,9.985130365416556,11.233225,-1.2480945033578585,1.2480945033578585,XGBoost_sin_latitud_longitud
SUMAPAZ,2024,3,18.999999999999996,10.605897,8.39410305023193,8.39410305023193,XGBoost_sin_latitud_longitud
TEUSAQUILLO,2024,3,10.537467935689149,12.003198,-1.4657297342937614,1.4657297342937614,XGBoost_sin_latitud_longitud
TUNJUELITO,2024,3,13.981570293231018,12.003198,1.9783726232481076,1.9783726232481076,XGBoost_sin_latitud_longitud
USAQUEN,2024,3,10.24685452017917,11.190333,-0.9434788462148731,0.9434788462148731,XGBoost_sin_latitud_longitud
USME,2024,3,10.124127025183999,12.003198,-1.8790706447989116,1.8790706447989116,XGBoost_sin_latitud_longitud
ANTONIO NARINO,2024,4,9.244175038934863,11.413461,-2.169285692571485,2.169285692571485,XGBoost_sin_latitud_longitud
BARRIOS UNIDOS,2024,4,10.13724497178411,11.413461,-1.2762157597222377,1.2762157597222377,XGBoost_sin_latitud_longitud
BOSA,2024,4,8.986675792835955,11.413461,-2.4267849386703926,2.4267849386703926,XGBoost_sin_latitud_longitud
CHAPINERO,2024,4,10.26520185493747,11.219819,-0.9546172139712219,0.9546172139712219,XGBoost_sin_latitud_longitud
CIUDAD BOLIVAR,2024,4,9.948590859516646,11.413461,-1.464869871989702,1.464869871989702,XGBoost_sin_latitud_longitud
ENGATIVA,2024,4,9.573945290382813,11.413461,-1.8395154411235346,1.8395154411235346,XGBoost_sin_latitud_longitud
FONTIBON,2024,4,11.771533605358382,11.413461,0.35807287385203423,0.35807287385203423,XGBoost_sin_latitud_longitud
KENNEDY,2024,4,9.60987653031743,11.413461,-1.803584201188917,1.803584201188917,XGBoost_sin_latitud_longitud
LA CANDELARIA,2024,4,15.611233328750167,11.413461,4.197772597243819,4.197772597243819,XGBoost_sin_latitud_longitud
LOS MARTIRES,2024,4,10.341960584029321,11.413461,-1.0715001474770265,1.0715001474770265,XGBoost_sin_latitud_longitud
PUENTE ARANDA,2024,4,14.376812441534142,11.413461,2.963351710027794,2.963351710027794,XGBoost_sin_latitud_longitud
