modelo,tipo,localidad,año,BIMESTRE,id_registro_v11,valor_real,prediccion,error,error_absoluto,regla_utilizada
Baseline - media histÃ³rica global,baseline,SAN CRISTOBAL,2024,4,525,10.02104904936178,11.544158034427008,-1.5231089850652282,1.5231089850652282,media_global
Baseline - media histÃ³rica global,baseline,SANTA FE,2024,4,526,10.32593501081395,11.544158034427008,-1.2182230236130582,1.2182230236130582,media_global
Baseline - media histÃ³rica global,baseline,SUBA,2024,4,527,9.056744624659656,11.544158034427008,-2.4874134097673526,2.4874134097673526,media_global
Baseline - media histÃ³rica global,baseline,TEUSAQUILLO,2024,4,528,9.62754204145483,11.544158034427008,-1.9166159929721776,1.9166159929721776,media_global
Baseline - media histÃ³rica global,baseline,TUNJUELITO,2024,4,529,12.61263666412408,11.544158034427008,1.068478629697072,1.068478629697072,media_global
Baseline - media histÃ³rica global,baseline,USAQUEN,2024,4,530,9.978706683631465,11.544158034427008,-1.5654513507955432,1.5654513507955432,media_global
Baseline - media histÃ³rica global,baseline,USME,2024,4,531,9.576611452188041,11.544158034427008,-1.9675465822389668,1.9675465822389668,media_global
Baseline - media histÃ³rica global,baseline,ANTONIO NARINO,2024,5,532,8.814745075318656,11.544158034427008,-2.729412959108352,2.729412959108352,media_global
Baseline - media histÃ³rica global,baseline,BARRIOS UNIDOS,2024,5,533,9.724489795918368,11.544158034427008,-1.8196682385086405,1.8196682385086405,media_global
Baseline - media histÃ³rica global,baseline,BOSA,2024,5,534,8.627833355159396,11.544158034427008,-2.9163246792676123,2.9163246792676123,media_global
Baseline - media histÃ³rica global,baseline,CHAPINERO,2024,5,535,10.01584302325581,11.544158034427008,-1.5283150111711983,1.5283150111711983,media_global
Baseline - media histÃ³rica global,baseline,CIUDAD BOLIVAR,2024,5,536,9.012294659957576,11.544158034427008,-2.5318633744694328,2.5318633744694328,media_global
Baseline - media histÃ³rica global,baseline,ENGATIVA,2024,5,537,8.938284004793475,11.544158034427008,-2.605874029633533,2.605874029633533,media_global
Baseline - media histÃ³rica global,baseline,FONTIBON,2024,5,538,11.56480952272086,11.544158034427008,0.020651488293852438,0.020651488293852438,media_global
Baseline - media histÃ³rica global,baseline,KENNEDY,2024,5,539,9.386469851469174,11.544158034427008,-2.157688182957834,2.157688182957834,media_global
Baseline - media histÃ³rica global,baseline,LA CANDELARIA,2024,5,540,11.60934782608696,11.544158034427008,0.06518979165995198,0.06518979165995198,media_global
Baseline - media histÃ³rica global,baseline,LOS MARTIRES,2024,5,541,8.99699170686758,11.544158034427008,-2.5471663275594274,2.5471663275594274,media_global
Baseline - media histÃ³rica global,baseline,PUENTE ARANDA,2024,5,542,13.67249361430396,11.544158034427008,2.1283355798769517,2.1283355798769517,media_global
Baseline - media histÃ³rica global,baseline,RAFAEL URIBE URIBE,2024,5,543,9.643767754451604,11.544158034427008,-1.9003902799754044,1.9003902799754044,media_global
Baseline - media histÃ³rica global,baseline,SAN CRISTOBAL,2024,5,544,8.892466507714184,11.544158034427008,-2.651691526712824,2.651691526712824,media_global
Baseline - media histÃ³rica global,baseline,SANTA FE,2024,5,545,10.02996874425446,11.544158034427008,-1.514189290172549,1.514189290172549,media_global
Baseline - media histÃ³rica global,baseline,SUBA,2024,5,546,8.851618714825337,11.544158034427008,-2.6925393196016714,2.6925393196016714,media_global
Baseline - media histÃ³rica global,baseline,TEUSAQUILLO,2024,5,547,9.343738672169088,11.544158034427008,-2.20041936225792,2.20041936225792,media_global
Baseline - media histÃ³rica global,baseline,TUNJUELITO,2024,5,548,11.54791746483498,11.544158034427008,0.0037594304079711094,0.0037594304079711094,media_global
Baseline - media histÃ³rica global,baseline,USAQUEN,2024,5,549,9.230260446354189,11.544158034427008,-2.3138975880728196,2.3138975880728196,media_global
Baseline - media histÃ³rica global,baseline,USME,2024,5,550,9.110767020970986,11.544158034427008,-2.4333910134560224,2.4333910134560224,media_global
Baseline - media histÃ³rica global,baseline,ANTONIO NARINO,2024,6,551,9.81149379544879,11.544158034427008,-1.7326642389782183,1.7326642389782183,media_global
Baseline - media histÃ³rica global,baseline,BARRIOS UNIDOS,2024,6,552,10.20066992022187,11.544158034427008,-1.3434881142051385,1.3434881142051385,media_global
Baseline - media histÃ³rica global,baseline,BOSA,2024,6,553,8.99725166974563,11.544158034427008,-2.5469063646813783,2.5469063646813783,media_global
Baseline - media histÃ³rica global,baseline,CHAPINERO,2024,6,554,10.61109833409995,11.544158034427008,-0.9330597003270586,0.9330597003270586,media_global
Baseline - media histÃ³rica global,baseline,CIUDAD BOLIVAR,2024,6,555,10.14348267640046,11.544158034427008,-1.4006753580265485,1.4006753580265485,media_global
Baseline - media histÃ³rica global,baseline,ENGATIVA,2024,6,556,9.235609584001997,11.544158034427008,-2.308548450425011,2.308548450425011,media_global
Baseline - media histÃ³rica global,baseline,FONTIBON,2024,6,557,12.0820048419514,11.544158034427008,0.5378468075243923,0.5378468075243923,media_global
Baseline - media histÃ³rica global,baseline,KENNEDY,2024,6,558,9.600109695033964,11.544158034427008,-1.944048339393044,1.944048339393044,media_global
Baseline - media histÃ³rica global,baseline,LA CANDELARIA,2024,6,559,15.82900522121462,11.544158034427008,4.284847186787612,4.284847186787612,media_global
Baseline - media histÃ³rica global,baseline,LOS MARTIRES,2024,6,560,10.10764465259663,11.544158034427008,-1.4365133818303786,1.4365133818303786,media_global
Baseline - media histÃ³rica global,baseline,PUENTE ARANDA,2024,6,561,14.13906198100046,11.544158034427008,2.594903946573451,2.594903946573451,media_global
Baseline - media histÃ³rica global,baseline,RAFAEL URIBE URIBE,2024,6,562,10.04483560278977,11.544158034427008,-1.499322431637239,1.499322431637239,media_global
Baseline - media histÃ³rica global,baseline,SAN CRISTOBAL,2024,6,563,9.908718036725588,11.544158034427008,-1.63543999770142,1.63543999770142,media_global
Baseline - media histÃ³rica global,baseline,SANTA FE,2024,6,564,10.44112962189263,11.544158034427008,-1.1030284125343783,1.1030284125343783,media_global
Baseline - media histÃ³rica global,baseline,SUBA,2024,6,565,9.272173625384362,11.544158034427008,-2.2719844090426466,2.2719844090426466,media_global
Baseline - media histÃ³rica global,baseline,TEUSAQUILLO,2024,6,566,9.808223551785888,11.544158034427008,-1.7359344826411203,1.7359344826411203,media_global
Baseline - media histÃ³rica global,baseline,TUNJUELITO,2024,6,567,12.70214453744734,11.544158034427008,1.1579865030203322,1.1579865030203322,media_global
Baseline - media histÃ³rica global,baseline,USAQUEN,2024,6,568,9.56027872124374,11.544158034427008,-1.9838793131832677,1.9838793131832677,media_global
Baseline - media histÃ³rica global,baseline,USME,2024,6,569,9.373461318051575,11.544158034427008,-2.170696716375433,2.170696716375433,media_global
Baseline - media histÃ³rica por localidad,baseline,ANTONIO NARINO,2024,1,456,11.03687123857642,10.889994906573369,0.1468763320030515,0.1468763320030515,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BARRIOS UNIDOS,2024,1,457,11.25153172266218,11.200883080804864,0.050648641857316434,0.050648641857316434,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BOSA,2024,1,458,9.622822534790625,9.572150931888137,0.05067160290248829,0.05067160290248829,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CHAPINERO,2024,1,459,11.41232984372324,10.49179001194243,0.9205398317808111,0.9205398317808111,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CIUDAD BOLIVAR,2024,1,460,10.86909424091507,10.903476337627948,-0.03438209671287851,0.03438209671287851,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ENGATIVA,2024,1,461,10.20474810424475,10.184736305017362,0.020011799227388494,0.020011799227388494,media_localidad
Baseline - media histÃ³rica por localidad,baseline,FONTIBON,2024,1,462,12.92809890890914,12.898683618267071,0.029415290642068825,0.029415290642068825,media_localidad
Baseline - media histÃ³rica por localidad,baseline,KENNEDY,2024,1,463,10.40674106126167,10.273999153470953,0.1327419077907166,0.1327419077907166,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LA CANDELARIA,2024,1,464,18.42308750687947,16.66256082507014,1.7605266818093277,1.7605266818093277,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LOS MARTIRES,2024,1,465,11.44132693092301,11.501052774205652,-0.05972584328264219,0.05972584328264219,media_localidad
Baseline - media histÃ³rica por localidad,baseline,PUENTE ARANDA,2024,1,466,14.17890474177814,16.312351586429553,-2.133446844651413,2.133446844651413,media_localidad
Baseline - media histÃ³rica por localidad,baseline,RAFAEL URIBE URIBE,2024,1,467,11.25309454219407,11.326167470956387,-0.07307292876231664,0.07307292876231664,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SAN CRISTOBAL,2024,1,468,10.7858811420906,11.038622474402649,-0.25274133231204843,0.25274133231204843,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SANTA FE,2024,1,469,11.30923158312392,10.845217074699667,0.4640145084242526,0.4640145084242526,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SUBA,2024,1,470,9.987513167557339,10.058596861080728,-0.07108369352338961,0.07108369352338961,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TEUSAQUILLO,2024,1,471,10.69041653176424,10.368772656729645,0.3216438750345958,0.3216438750345958,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TUNJUELITO,2024,1,472,14.10489740983877,14.200242214970613,-0.09534480513184285,0.09534480513184285,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USAQUEN,2024,1,473,10.73710961691586,10.452337139207446,0.2847724777084153,0.2847724777084153,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USME,2024,1,474,10.26438647825673,10.157367230768537,0.1070192474881928,0.1070192474881928,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ANTONIO NARINO,2024,2,475,10.88908052371945,10.889994906573369,-0.0009143828539190935,0.0009143828539190935,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BARRIOS UNIDOS,2024,2,476,10.73237917406911,11.200883080804864,-0.46850390673575504,0.46850390673575504,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BOSA,2024,2,477,9.56465808490901,9.572150931888137,-0.007492846979127776,0.007492846979127776,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CHAPINERO,2024,2,478,10.68563335987662,10.49179001194243,0.193843347934191,0.193843347934191,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CIUDAD BOLIVAR,2024,2,479,11.00048376971085,10.903476337627948,0.09700743208290241,0.09700743208290241,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ENGATIVA,2024,2,480,10.37749758613791,10.184736305017362,0.19276128112054813,0.19276128112054813,media_localidad
Baseline - media histÃ³rica por localidad,baseline,FONTIBON,2024,2,481,12.38930801956865,12.898683618267071,-0.509375598698421,0.509375598698421,media_localidad
Baseline - media histÃ³rica por localidad,baseline,KENNEDY,2024,2,482,10.28940351933042,10.273999153470953,0.015404365859467362,0.015404365859467362,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LA CANDELARIA,2024,2,483,16.84900206469374,16.66256082507014,0.1864412396235977,0.1864412396235977,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LOS MARTIRES,2024,2,484,11.31006498554149,11.501052774205652,-0.19098778866416133,0.19098778866416133,media_localidad
Baseline - media histÃ³rica por localidad,baseline,PUENTE ARANDA,2024,2,485,15.12542038655303,16.312351586429553,-1.1869311998765237,1.1869311998765237,media_localidad
Baseline - media histÃ³rica por localidad,baseline,RAFAEL URIBE URIBE,2024,2,486,11.28338404719874,11.326167470956387,-0.04278342375764588,0.04278342375764588,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SAN CRISTOBAL,2024,2,487,10.96461743103348,11.038622474402649,-0.07400504336916924,0.07400504336916924,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SANTA FE,2024,2,488,10.92882072977261,10.845217074699667,0.08360365507294354,0.08360365507294354,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SUBA,2024,2,489,9.902885856283808,10.058596861080728,-0.15571100479692035,0.15571100479692035,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TEUSAQUILLO,2024,2,490,10.09315592024842,10.368772656729645,-0.27561673648122564,0.27561673648122564,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TUNJUELITO,2024,2,491,14.00760153677278,14.200242214970613,-0.19264067819783293,0.19264067819783293,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USAQUEN,2024,2,492,10.4762190892342,10.452337139207446,0.023881950026755305,0.023881950026755305,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USME,2024,2,493,10.2714043330723,10.157367230768537,0.1140371023037634,0.1140371023037634,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ANTONIO NARINO,2024,3,494,10.69389825506327,10.889994906573369,-0.19609665151009814,0.19609665151009814,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BARRIOS UNIDOS,2024,3,495,11.02788996142492,11.200883080804864,-0.1729931193799441,0.1729931193799441,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BOSA,2024,3,496,9.598112473466491,9.572150931888137,0.025961541578354286,0.025961541578354286,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CHAPINERO,2024,3,497,11.40855222784479,10.49179001194243,0.9167622159023612,0.9167622159023612,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CIUDAD BOLIVAR,2024,3,498,10.95554630332417,10.903476337627948,0.05206996569622113,0.05206996569622113,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ENGATIVA,2024,3,499,10.21859162616628,10.184736305017362,0.033855321148918094,0.033855321148918094,media_localidad
Baseline - media histÃ³rica por localidad,baseline,FONTIBON,2024,3,500,12.81182344484594,12.898683618267071,-0.08686017342113139,0.08686017342113139,media_localidad
Baseline - media histÃ³rica por localidad,baseline,KENNEDY,2024,3,501,10.389192950878,10.273999153470953,0.11519379740704672,0.11519379740704672,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LA CANDELARIA,2024,3,502,16.73342047330765,16.66256082507014,0.07085964823750857,0.07085964823750857,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LOS MARTIRES,2024,3,503,11.13734085065518,11.501052774205652,-0.363711923550472,0.363711923550472,media_localidad
Baseline - media histÃ³rica por localidad,baseline,PUENTE ARANDA,2024,3,504,15.21598083314425,16.312351586429553,-1.0963707532853029,1.0963707532853029,media_localidad
Baseline - media histÃ³rica por localidad,baseline,RAFAEL URIBE URIBE,2024,3,505,11.13446700214009,11.326167470956387,-0.19170046881629688,0.19170046881629688,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SAN CRISTOBAL,2024,3,506,10.68659660618086,11.038622474402649,-0.35202586822178894,0.35202586822178894,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SANTA FE,2024,3,507,11.19215328949106,10.845217074699667,0.346936214791393,0.346936214791393,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SUBA,2024,3,508,9.985130365416557,10.058596861080728,-0.07346649566417085,0.07346649566417085,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TEUSAQUILLO,2024,3,509,10.53746793568915,10.368772656729645,0.16869527895950576,0.16869527895950576,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TUNJUELITO,2024,3,510,13.98157029323102,14.200242214970613,-0.2186719217395936,0.2186719217395936,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USAQUEN,2024,3,511,10.24685452017917,10.452337139207446,-0.2054826190282757,0.2054826190282757,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USME,2024,3,512,10.124127025184,10.157367230768537,-0.03324020558453711,0.03324020558453711,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ANTONIO NARINO,2024,4,513,9.244175038934864,10.889994906573369,-1.6458198676385045,1.6458198676385045,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BARRIOS UNIDOS,2024,4,514,10.13724497178411,11.200883080804864,-1.0636381090207543,1.0636381090207543,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BOSA,2024,4,515,8.986675792835957,9.572150931888137,-0.5854751390521802,0.5854751390521802,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CHAPINERO,2024,4,516,10.26520185493747,10.49179001194243,-0.2265881570049597,0.2265881570049597,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CIUDAD BOLIVAR,2024,4,517,9.948590859516647,10.903476337627948,-0.9548854781113008,0.9548854781113008,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ENGATIVA,2024,4,518,9.573945290382811,10.184736305017362,-0.6107910146345503,0.6107910146345503,media_localidad
Baseline - media histÃ³rica por localidad,baseline,FONTIBON,2024,4,519,11.77153360535838,12.898683618267071,-1.1271500129086913,1.1271500129086913,media_localidad
Baseline - media histÃ³rica por localidad,baseline,KENNEDY,2024,4,520,9.609876530317429,10.273999153470953,-0.6641226231535242,0.6641226231535242,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LA CANDELARIA,2024,4,521,15.61123332875017,16.66256082507014,-1.0513274963199706,1.0513274963199706,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LOS MARTIRES,2024,4,522,10.34196058402932,11.501052774205652,-1.1590921901763327,1.1590921901763327,media_localidad
Baseline - media histÃ³rica por localidad,baseline,PUENTE ARANDA,2024,4,523,14.37681244153414,16.312351586429553,-1.9355391448954133,1.9355391448954133,media_localidad
Baseline - media histÃ³rica por localidad,baseline,RAFAEL URIBE URIBE,2024,4,524,10.20627413127413,11.326167470956387,-1.1198933396822568,1.1198933396822568,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SAN CRISTOBAL,2024,4,525,10.02104904936178,11.038622474402649,-1.0175734250408688,1.0175734250408688,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SANTA FE,2024,4,526,10.32593501081395,10.845217074699667,-0.5192820638857167,0.5192820638857167,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SUBA,2024,4,527,9.056744624659656,10.058596861080728,-1.0018522364210725,1.0018522364210725,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TEUSAQUILLO,2024,4,528,9.62754204145483,10.368772656729645,-0.741230615274814,0.741230615274814,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TUNJUELITO,2024,4,529,12.61263666412408,14.200242214970613,-1.5876055508465328,1.5876055508465328,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USAQUEN,2024,4,530,9.978706683631465,10.452337139207446,-0.4736304555759805,0.4736304555759805,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USME,2024,4,531,9.576611452188041,10.157367230768537,-0.580755778580496,0.580755778580496,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ANTONIO NARINO,2024,5,532,8.814745075318656,10.889994906573369,-2.0752498312547125,2.0752498312547125,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BARRIOS UNIDOS,2024,5,533,9.724489795918368,11.200883080804864,-1.4763932848864965,1.4763932848864965,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BOSA,2024,5,534,8.627833355159396,9.572150931888137,-0.9443175767287411,0.9443175767287411,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CHAPINERO,2024,5,535,10.01584302325581,10.49179001194243,-0.4759469886866192,0.4759469886866192,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CIUDAD BOLIVAR,2024,5,536,9.012294659957576,10.903476337627948,-1.8911816776703727,1.8911816776703727,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ENGATIVA,2024,5,537,8.938284004793475,10.184736305017362,-1.2464523002238863,1.2464523002238863,media_localidad
Baseline - media histÃ³rica por localidad,baseline,FONTIBON,2024,5,538,11.56480952272086,12.898683618267071,-1.3338740955462107,1.3338740955462107,media_localidad
Baseline - media histÃ³rica por localidad,baseline,KENNEDY,2024,5,539,9.386469851469174,10.273999153470953,-0.8875293020017789,0.8875293020017789,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LA CANDELARIA,2024,5,540,11.60934782608696,16.66256082507014,-5.053212998983181,5.053212998983181,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LOS MARTIRES,2024,5,541,8.99699170686758,11.501052774205652,-2.504061067338071,2.504061067338071,media_localidad
Baseline - media histÃ³rica por localidad,baseline,PUENTE ARANDA,2024,5,542,13.67249361430396,16.312351586429553,-2.6398579721255935,2.6398579721255935,media_localidad
Baseline - media histÃ³rica por localidad,baseline,RAFAEL URIBE URIBE,2024,5,543,9.643767754451604,11.326167470956387,-1.6823997165047828,1.6823997165047828,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SAN CRISTOBAL,2024,5,544,8.892466507714184,11.038622474402649,-2.1461559666884646,2.1461559666884646,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SANTA FE,2024,5,545,10.02996874425446,10.845217074699667,-0.8152483304452076,0.8152483304452076,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SUBA,2024,5,546,8.851618714825337,10.058596861080728,-1.2069781462553912,1.2069781462553912,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TEUSAQUILLO,2024,5,547,9.343738672169088,10.368772656729645,-1.0250339845605563,1.0250339845605563,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TUNJUELITO,2024,5,548,11.54791746483498,14.200242214970613,-2.6523247501356337,2.6523247501356337,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USAQUEN,2024,5,549,9.230260446354189,10.452337139207446,-1.222076692853257,1.222076692853257,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USME,2024,5,550,9.110767020970986,10.157367230768537,-1.0466002097975515,1.0466002097975515,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ANTONIO NARINO,2024,6,551,9.81149379544879,10.889994906573369,-1.078501111124579,1.078501111124579,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BARRIOS UNIDOS,2024,6,552,10.20066992022187,11.200883080804864,-1.0002131605829945,1.0002131605829945,media_localidad
Baseline - media histÃ³rica por localidad,baseline,BOSA,2024,6,553,8.99725166974563,9.572150931888137,-0.5748992621425071,0.5748992621425071,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CHAPINERO,2024,6,554,10.61109833409995,10.49179001194243,0.11930832215752041,0.11930832215752041,media_localidad
Baseline - media histÃ³rica por localidad,baseline,CIUDAD BOLIVAR,2024,6,555,10.14348267640046,10.903476337627948,-0.7599936612274885,0.7599936612274885,media_localidad
Baseline - media histÃ³rica por localidad,baseline,ENGATIVA,2024,6,556,9.235609584001997,10.184736305017362,-0.9491267210153644,0.9491267210153644,media_localidad
Baseline - media histÃ³rica por localidad,baseline,FONTIBON,2024,6,557,12.0820048419514,12.898683618267071,-0.8166787763156709,0.8166787763156709,media_localidad
Baseline - media histÃ³rica por localidad,baseline,KENNEDY,2024,6,558,9.600109695033964,10.273999153470953,-0.6738894584369888,0.6738894584369888,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LA CANDELARIA,2024,6,559,15.82900522121462,16.66256082507014,-0.8335556038555207,0.8335556038555207,media_localidad
Baseline - media histÃ³rica por localidad,baseline,LOS MARTIRES,2024,6,560,10.10764465259663,11.501052774205652,-1.3934081216090224,1.3934081216090224,media_localidad
Baseline - media histÃ³rica por localidad,baseline,PUENTE ARANDA,2024,6,561,14.13906198100046,16.312351586429553,-2.173289605429094,2.173289605429094,media_localidad
Baseline - media histÃ³rica por localidad,baseline,RAFAEL URIBE URIBE,2024,6,562,10.04483560278977,11.326167470956387,-1.2813318681666175,1.2813318681666175,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SAN CRISTOBAL,2024,6,563,9.908718036725588,11.038622474402649,-1.1299044376770606,1.1299044376770606,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SANTA FE,2024,6,564,10.44112962189263,10.845217074699667,-0.40408745280703684,0.40408745280703684,media_localidad
Baseline - media histÃ³rica por localidad,baseline,SUBA,2024,6,565,9.272173625384362,10.058596861080728,-0.7864232356963665,0.7864232356963665,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TEUSAQUILLO,2024,6,566,9.808223551785888,10.368772656729645,-0.5605491049437568,0.5605491049437568,media_localidad
Baseline - media histÃ³rica por localidad,baseline,TUNJUELITO,2024,6,567,12.70214453744734,14.200242214970613,-1.4980976775232726,1.4980976775232726,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USAQUEN,2024,6,568,9.56027872124374,10.452337139207446,-0.892058417963705,0.892058417963705,media_localidad
Baseline - media histÃ³rica por localidad,baseline,USME,2024,6,569,9.373461318051575,10.157367230768537,-0.7839059127169623,0.7839059127169623,media_localidad
Baseline - media histÃ³rica localidad-bimestre,baseline,ANTONIO NARINO,2024,1,456,11.03687123857642,11.242683165420102,-0.20581192684368155,0.20581192684368155,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BARRIOS UNIDOS,2024,1,457,11.25153172266218,11.394458504248142,-0.1429267815859614,0.1429267815859614,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BOSA,2024,1,458,9.622822534790625,9.647797313585565,-0.024974778794939922,0.024974778794939922,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CHAPINERO,2024,1,459,11.41232984372324,10.90705550639889,0.5052743373243498,0.5052743373243498,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CIUDAD BOLIVAR,2024,1,460,10.86909424091507,10.95372286316042,-0.08462862224535073,0.08462862224535073,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ENGATIVA,2024,1,461,10.20474810424475,10.368673448785907,-0.16392534454115726,0.16392534454115726,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,FONTIBON,2024,1,462,12.92809890890914,13.337796857518713,-0.40969794860957265,0.40969794860957265,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,KENNEDY,2024,1,463,10.40674106126167,10.381692214994132,0.025048846267537783,0.025048846267537783,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LA CANDELARIA,2024,1,464,18.42308750687947,17.015107106283242,1.4079804005962266,1.4079804005962266,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LOS MARTIRES,2024,1,465,11.44132693092301,12.091219566041737,-0.6498926351187269,0.6498926351187269,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,PUENTE ARANDA,2024,1,466,14.17890474177814,16.906348071465647,-2.7274433296875067,2.7274433296875067,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,RAFAEL URIBE URIBE,2024,1,467,11.25309454219407,11.44583255482223,-0.19273801262816015,0.19273801262816015,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SAN CRISTOBAL,2024,1,468,10.7858811420906,11.008168208253247,-0.2222870661626466,0.2222870661626466,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SANTA FE,2024,1,469,11.30923158312392,11.2846972991086,0.024534284015318875,0.024534284015318875,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SUBA,2024,1,470,9.987513167557339,10.177145377760066,-0.1896322102027277,0.1896322102027277,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TEUSAQUILLO,2024,1,471,10.69041653176424,10.802054180646437,-0.11163764888219596,0.11163764888219596,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TUNJUELITO,2024,1,472,14.10489740983877,14.377631203193703,-0.27273379335493253,0.27273379335493253,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USAQUEN,2024,1,473,10.73710961691586,10.605031381706327,0.13207823520953355,0.13207823520953355,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USME,2024,1,474,10.26438647825673,10.164472714618121,0.09991376363860915,0.09991376363860915,media_localidad_bimestre
